architecture_id,family,variant,strategy,w_bits,m_bits,l_bits,k_bits,configuration,is_literature_baseline,selected_for_synthesis,ssim,ncc,mae,mre,mred,error_class,energy_saving_pct,area_saving_pct,power_mw,area_um2,delay_ns,pdp,edp,balanced_score,profile,pareto_energy_error,pareto_area_error,is_acceptable_mred_010,is_acceptable_mred_005
402,Literature,M-HEAA,M-HEAA,16,0,0,7,K=7,1,1,0.983576,0.993342,2033.485,0.034525,0.022186,Baixo erro,43.5568,33.2447,0.70554,667.553,4.234375,2.987519,12.650275,0.654135,Prioridade em acuracia,0,0,1,1
403,Literature,M-HEAA,M-HEAA,16,0,0,8,K=8,1,1,0.97881,0.991408,2600.748,0.044519,0.028916,Baixo erro,48.1574,37.1374,0.648033,628.626,4.125,2.673136,11.026688,0.671602,Prioridade em acuracia,0,0,1,1
404,Literature,M-HEAA,M-HEAA,16,0,0,9,K=9,1,1,0.972907,0.989018,3346.425,0.056985,0.036248,Baixo erro,53.5635,42.5076,0.580456,574.924,4.015625,2.330895,9.36,0.694537,Prioridade em acuracia,0,0,1,1
405,Literature,M-HEAA,M-HEAA,16,0,0,10,K=10,1,1,0.965995,0.986217,4199.65,0.07153,0.045402,Baixo erro,57.4416,44.9613,0.53198,550.387,3.90625,2.078048,8.117375,0.703511,Prioridade em acuracia,0,0,1,1
406,Literature,M-HEAA,M-HEAA,16,0,0,11,K=11,1,1,0.959047,0.983395,4993.877,0.086035,0.055931,Erro controlado,62.1953,48.6119,0.472558,513.881,3.796875,1.794245,6.812525,0.716712,Trade-off intermediario,0,0,1,0
407,Literature,M-HEAA,M-HEAA,16,0,0,12,K=12,1,1,0.952307,0.980662,5836.889,0.100189,0.065207,Erro controlado,67.156,53.8727,0.41055,461.273,3.6875,1.513903,5.582517,0.735625,Trade-off intermediario,0,0,1,0
408,Literature,M-HEAA,M-HEAA,16,0,0,13,K=13,1,1,0.943074,0.976919,6914.067,0.119609,0.077549,Erro controlado,70.8421,56.6403,0.364474,433.597,3.578125,1.304135,4.666356,0.741019,Trade-off intermediario,0,0,1,0
409,Literature,M-HEAA,M-HEAA,16,0,0,14,K=14,1,1,0.934033,0.973255,8049.01,0.138631,0.089566,Erro controlado,76.8349,60.1805,0.289564,398.195,3.46875,1.004425,3.484099,0.756726,Trade-off intermediario,0,0,1,0
410,Literature,M-HEAA,M-HEAA,16,0,0,15,K=15,1,1,0.924349,0.969329,9226.458,0.158983,0.10273,Erro moderado,81.3597,64.1018,0.233003,358.982,3.359375,0.782746,2.629537,0.766742,Trade-off intermediario,0,0,0,0
411,Literature,M-HEAA,M-HEAA,16,0,0,16,K=16,1,1,0.914222,0.96522,10414.893,0.180193,0.117271,Erro moderado,84.0244,66.6619,0.199695,333.381,3.25,0.649009,2.109278,0.765554,Prioridade em area,0,0,0,0
412,Literature,AxPPA,AxPPA,16,0,0,1,K=1,1,1,0.999275,0.999708,74.301,0.001561,0.000559,Baixo erro,21.6265,16.3821,0.979669,836.179,4.890625,4.791193,23.431931,0.562852,Prioridade em acuracia,0,0,1,1
413,Literature,AxPPA,AxPPA,16,0,0,2,K=2,1,1,0.999695,0.999874,44.988,0.00058,0.001103,Baixo erro,24.8227,20.3299,0.939716,796.701,4.78125,4.493019,21.482249,0.582389,Prioridade em acuracia,0,0,1,1
414,Literature,AxPPA,AxPPA,16,0,0,3,K=3,1,1,0.998332,0.999325,242.754,0.003543,0.001855,Baixo erro,30.4997,24.6899,0.868754,753.101,4.671875,4.058711,18.961792,0.611464,Prioridade em acuracia,0,0,1,1
415,Literature,AxPPA,AxPPA,16,0,0,4,K=4,1,1,0.99669,0.998657,412.165,0.006931,0.004779,Baixo erro,35.6825,28.6844,0.803969,713.156,4.5625,3.668107,16.735739,0.635519,Prioridade em acuracia,0,0,1,1
416,Literature,AxPPA,AxPPA,16,0,0,5,K=5,1,1,0.994008,0.997576,817.472,0.012714,0.006771,Baixo erro,40.3591,30.992,0.745511,690.08,4.453125,3.319855,14.783727,0.655084,Prioridade em acuracia,0,0,1,1
417,Literature,AxPPA,AxPPA,16,0,0,6,K=6,1,1,0.991479,0.996547,1098.225,0.017941,0.011199,Baixo erro,44.0676,34.4691,0.699155,655.309,4.34375,3.036956,13.191775,0.671037,Prioridade em acuracia,0,0,1,1
418,Literature,AxPPA,AxPPA,16,0,0,7,K=7,1,1,0.989113,0.995585,1412.759,0.022857,0.015038,Baixo erro,47.8074,40.4057,0.652407,595.943,4.234375,2.762538,11.697622,0.693206,Prioridade em acuracia,0,0,1,1
419,Literature,AxPPA,AxPPA,16,0,0,8,K=8,1,1,0.98519,0.993998,1898.886,0.031188,0.019399,Baixo erro,53.9301,42.9314,0.575873,570.686,4.125,2.375478,9.798845,0.715751,Prioridade em acuracia,0,0,1,1
420,Literature,AxPPA,AxPPA,16,0,0,9,K=9,1,1,0.981736,0.992597,2295.021,0.038424,0.024323,Baixo erro,56.4117,45.4332,0.544853,545.668,4.015625,2.187926,8.78589,0.724606,Prioridade em acuracia,0,0,1,1
421,Literature,AxPPA,AxPPA,16,0,0,10,K=10,1,1,0.978194,0.991159,2697.539,0.045828,0.029592,Baixo erro,63.0214,51.3681,0.462232,486.319,3.90625,1.805596,7.053108,0.755411,Prioridade em acuracia,0,0,1,1
422,Literature,AxPPA,AxPPA,16,0,0,11,K=11,1,1,0.972476,0.988844,3443.407,0.057916,0.036554,Baixo erro,66.6524,52.5671,0.416845,474.329,3.796875,1.582707,6.009342,0.763194,Prioridade em acuracia,0,0,1,1
423,Literature,AxPPA,AxPPA,16,0,0,12,K=12,1,1,0.96789,0.986983,3962.341,0.067514,0.04322,Baixo erro,72.029,56.9806,0.349637,430.194,3.6875,1.289286,4.754244,0.784657,Prioridade em acuracia,0,1,1,1
424,Literature,AxPPA,AxPPA,16,0,0,13,K=13,1,1,0.962381,0.984747,4649.129,0.079032,0.051371,Erro controlado,76.6075,61.3687,0.292406,386.313,3.578125,1.046265,3.743667,0.801541,Trade-off intermediario,0,1,1,0
425,Literature,AxPPA,AxPPA,16,0,0,14,K=14,1,1,0.956738,0.982457,5311.726,0.090851,0.059464,Erro controlado,80.6054,65.3456,0.242432,346.544,3.46875,0.840937,2.917001,0.815507,Alta economia com erro controlado,1,1,1,0
426,Literature,AxPPA,AxPPA,16,0,0,15,K=15,1,1,0.949933,0.9797,6161.352,0.105195,0.068231,Erro controlado,84.2559,67.1904,0.196801,328.096,3.359375,0.661129,2.220979,0.822756,Alta economia com erro controlado,1,1,1,0
427,Literature,AxPPA,AxPPA,16,0,0,16,K=16,1,1,0.942478,0.976678,7018.297,0.120868,0.078295,Erro controlado,88.1899,71.2733,0.147626,287.267,3.25,0.479786,1.559305,0.83451,Alta economia com erro controlado,0,1,1,0
428,Literature,HOERAA,HOERAA,16,0,0,1,K=1,1,1,0.999965,0.999983,0.0,0.0,0.000865,Baixo erro,16.3032,11.3146,1.04621,886.854,4.890625,5.116623,25.023485,0.532285,Prioridade em acuracia,0,0,1,1
429,Literature,HOERAA,HOERAA,16,0,0,2,K=2,1,1,0.998198,0.99927,274.993,0.003796,0.002344,Baixo erro,20.9517,14.7788,0.988104,852.212,4.78125,4.724373,22.58841,0.554886,Prioridade em acuracia,0,0,1,1
430,Literature,HOERAA,HOERAA,16,0,0,3,K=3,1,1,0.996163,0.998448,509.156,0.008151,0.004237,Baixo erro,25.1135,17.8669,0.936082,821.331,4.671875,4.373257,20.431309,0.57445,Prioridade em acuracia,0,0,1,1
431,Literature,HOERAA,HOERAA,16,0,0,4,K=4,1,1,0.994546,0.997787,738.888,0.011424,0.007825,Baixo erro,30.1723,23.1277,0.872846,768.723,4.5625,3.982358,18.16951,0.600117,Prioridade em acuracia,0,0,1,1
432,Literature,HOERAA,HOERAA,16,0,0,5,K=5,1,1,0.990444,0.996128,1214.761,0.020127,0.012479,Baixo erro,33.5019,27.4531,0.831226,725.469,4.453125,3.701554,16.483484,0.616339,Prioridade em acuracia,0,0,1,1
433,Literature,HOERAA,HOERAA,16,0,0,6,K=6,1,1,0.986036,0.994343,1737.438,0.029439,0.0179,Baixo erro,36.9289,29.5738,0.788389,704.262,4.34375,3.424565,14.875455,0.627168,Prioridade em acuracia,0,0,1,1
434,Literature,HOERAA,HOERAA,16,0,0,7,K=7,1,1,0.981359,0.992442,2323.937,0.039156,0.025509,Baixo erro,43.3128,32.9287,0.70859,670.713,4.234375,3.000435,12.704966,0.648824,Prioridade em acuracia,0,0,1,1
435,Literature,HOERAA,HOERAA,16,0,0,8,K=8,1,1,0.975737,0.990163,3007.592,0.050987,0.032978,Baixo erro,47.6456,38.2736,0.65443,617.264,4.125,2.699523,11.135533,0.667715,Prioridade em acuracia,0,0,1,1
436,Literature,HOERAA,HOERAA,16,0,0,9,K=9,1,1,0.969831,0.987767,3699.737,0.06336,0.041425,Baixo erro,51.2521,41.391,0.609349,586.09,4.015625,2.446917,9.8259,0.677983,Prioridade em acuracia,0,0,1,1
437,Literature,HOERAA,HOERAA,16,0,0,10,K=10,1,1,0.96301,0.985002,4505.063,0.07771,0.050506,Erro controlado,54.8711,43.6153,0.564111,563.847,3.90625,2.203559,8.607654,0.685606,Trade-off intermediario,0,0,1,0
438,Literature,HOERAA,HOERAA,16,0,0,11,K=11,1,1,0.955353,0.981892,5445.473,0.093674,0.062341,Erro controlado,61.6822,47.8487,0.478972,521.513,3.796875,1.818598,6.904991,0.705975,Trade-off intermediario,0,0,1,0
439,Literature,HOERAA,HOERAA,16,0,0,12,K=12,1,1,0.946848,0.97845,6444.072,0.11168,0.0724,Erro controlado,64.6539,52.7352,0.441826,472.648,3.6875,1.629232,6.007794,0.716075,Trade-off intermediario,0,0,1,0
440,Literature,HOERAA,HOERAA,16,0,0,13,K=13,1,1,0.93672,0.974348,7721.816,0.133065,0.085023,Erro controlado,69.3364,55.6281,0.383295,443.719,3.578125,1.371476,4.907312,0.724988,Trade-off intermediario,0,0,1,0
441,Literature,HOERAA,HOERAA,16,0,0,14,K=14,1,1,0.926629,0.970251,8867.385,0.15413,0.100299,Erro moderado,74.3856,57.5899,0.32018,424.101,3.46875,1.110624,3.852476,0.730164,Trade-off intermediario,0,0,0,0
442,Literature,HOERAA,HOERAA,16,0,0,15,K=15,1,1,0.916527,0.966152,10084.456,0.175292,0.11479,Erro moderado,78.7847,63.2096,0.265192,367.904,3.359375,0.890878,2.992793,0.741995,Trade-off intermediario,0,0,0,0
443,Literature,HOERAA,HOERAA,16,0,0,16,K=16,1,1,0.904993,0.96148,11529.612,0.19963,0.129324,Erro moderado,83.5115,64.8297,0.206107,351.703,3.25,0.669847,2.177002,0.746099,Trade-off intermediario,0,0,0,0
