architecture_id,family,variant,baseline_source,w_bits,m_bits,l_bits,k_bits,approximation_strategy,is_literature_baseline,selected_for_synthesis,input_vectors,ssim,ncc,mae,mre,mred,accuracy_rank,technology_node_nm,supply_voltage,clock_mhz,energy_saving_pct,area_saving_pct,power_mw,area_um2,delay_ns,pdp,edp,normalized_error,normalized_energy_saving,normalized_area_saving,balanced_score,pareto_optimal_energy_error,pareto_optimal_area_error
369,Literature,LDCA,synthetic_literature_baseline,16,,,6,LDCA,1,1,1000000,0.98089,0.992251,2368.796,0.040126,0.02633,240,65,1.25,200,40.4277,32.7859,0.744653,672.141,4.34375,3.234587,14.050238,0.934131,0.412528,0.362681,0.63728,0,0
370,Literature,LDCA,synthetic_literature_baseline,16,,,7,LDCA,1,1,1000000,0.973849,0.989399,3193.572,0.054999,0.035037,277,65,1.25,200,45.4935,35.2511,0.681332,647.489,4.234375,2.885014,12.21623,0.912349,0.464219,0.389951,0.651024,0,0
371,Literature,LDCA,synthetic_literature_baseline,16,,,8,LDCA,1,1,1000000,0.966598,0.986459,4092.746,0.070234,0.044925,310,65,1.25,200,51.1552,39.9146,0.61056,600.854,4.125,2.518562,10.389068,0.887613,0.521992,0.441539,0.670431,0,0
372,Literature,LDCA,synthetic_literature_baseline,16,,,9,LDCA,1,1,1000000,0.958233,0.983066,5112.436,0.087766,0.056802,331,65,1.25,200,55.3154,44.7851,0.558558,552.149,4.015625,2.24296,9.006885,0.857901,0.564443,0.495417,0.682694,0,0
373,Literature,LDCA,synthetic_literature_baseline,16,,,10,LDCA,1,1,1000000,0.948095,0.978952,6303.167,0.108978,0.071619,358,65,1.25,200,58.6897,47.009,0.516379,529.91,3.90625,2.017105,7.879316,0.820833,0.598874,0.520018,0.682985,0,0
374,Literature,LDCA,synthetic_literature_baseline,16,,,11,LDCA,1,1,1000000,0.936562,0.974278,7721.46,0.133265,0.086714,376,65,1.25,200,63.6501,50.0946,0.454374,499.054,3.796875,1.725202,6.550377,0.783071,0.649491,0.554151,0.690534,0,0
375,Literature,LDCA,synthetic_literature_baseline,16,,,12,LDCA,1,1,1000000,0.924591,0.969426,9132.139,0.158455,0.102602,392,65,1.25,200,67.1502,53.8302,0.410622,461.698,3.6875,1.51417,5.583501,0.743324,0.685206,0.595475,0.693413,0,0
376,Literature,LDCA,synthetic_literature_baseline,16,,,13,LDCA,1,1,1000000,0.91262,0.964564,10571.729,0.183423,0.121007,407,65,1.25,200,73.5434,58.3466,0.330707,416.534,3.578125,1.183312,4.234038,0.697281,0.750443,0.645436,0.705519,0,0
377,Literature,LDCA,synthetic_literature_baseline,16,,,14,LDCA,1,1,1000000,0.898297,0.958764,12284.986,0.213677,0.138705,413,65,1.25,200,76.8022,60.7768,0.289973,392.232,3.46875,1.005843,3.489017,0.653007,0.783696,0.672319,0.70261,0,0
378,Literature,LDCA,synthetic_literature_baseline,16,,,15,LDCA,1,1,1000000,0.88313,0.952613,14042.408,0.245521,0.159641,422,65,1.25,200,81.0917,65.0386,0.236354,349.614,3.359375,0.794002,2.66735,0.600632,0.827466,0.719463,0.70379,0,0
379,Literature,LDCA,synthetic_literature_baseline,16,,,16,LDCA,1,1,1000000,0.866215,0.945758,16098.754,0.28111,0.182133,429,65,1.25,200,86.8001,68.998,0.164999,310.02,3.25,0.536247,1.742803,0.544365,0.885715,0.763262,0.707617,0,0
380,Literature,LZTA,synthetic_literature_baseline,16,,,1,LZTA,1,1,1000000,0.999692,0.999871,8.446,0.000566,0.001333,39,65,1.25,200,23.8711,20.1426,0.951612,798.574,4.890625,4.653976,22.760853,0.996665,0.243583,0.222819,0.578317,0,0
381,Literature,LZTA,synthetic_literature_baseline,16,,,2,LZTA,1,1,1000000,0.996567,0.998612,434.084,0.007301,0.003696,85,65,1.25,200,27.4176,24.1505,0.90728,758.495,4.78125,4.337933,20.740744,0.990754,0.279771,0.267155,0.59719,0,0
382,Literature,LZTA,synthetic_literature_baseline,16,,,3,LZTA,1,1,1000000,0.993197,0.997241,867.017,0.014288,0.009338,143,65,1.25,200,33.6196,27.2717,0.829755,727.283,4.671875,3.87651,18.110572,0.976639,0.343057,0.301682,0.619894,0,0
383,Literature,LZTA,synthetic_literature_baseline,16,,,4,LZTA,1,1,1000000,0.987126,0.994782,1552.845,0.027081,0.017198,199,65,1.25,200,36.9774,29.5711,0.787782,704.289,4.5625,3.594256,16.398793,0.956976,0.37732,0.327118,0.628125,0,0
384,Literature,LZTA,synthetic_literature_baseline,16,,,5,LZTA,1,1,1000000,0.981108,0.992339,2320.977,0.039673,0.025975,239,65,1.25,200,42.2079,33.1989,0.722401,668.011,4.453125,3.216941,14.325439,0.935019,0.430693,0.367249,0.644951,0,0
385,Literature,LZTA,synthetic_literature_baseline,16,,,6,LZTA,1,1,1000000,0.97167,0.988516,3463.474,0.059584,0.037935,286,65,1.25,200,46.5288,37.7173,0.668391,622.827,4.34375,2.903322,12.611303,0.905099,0.474784,0.417232,0.656915,0,0
386,Literature,LZTA,synthetic_literature_baseline,16,,,7,LZTA,1,1,1000000,0.961758,0.984495,4619.493,0.080348,0.052138,320,65,1.25,200,51.5006,41.493,0.606243,585.07,4.234375,2.56706,10.869896,0.869568,0.525516,0.458999,0.667036,0,0
387,Literature,LZTA,synthetic_literature_baseline,16,,,8,LZTA,1,1,1000000,0.949707,0.979613,6082.106,0.105765,0.067478,348,65,1.25,200,55.3403,43.7644,0.558246,562.356,4.125,2.302764,9.4989,0.831193,0.564697,0.484126,0.668506,0,0
388,Literature,LZTA,synthetic_literature_baseline,16,,,9,LZTA,1,1,1000000,0.937022,0.974462,7596.511,0.13224,0.086736,377,65,1.25,200,58.3812,49.5958,0.520235,504.042,4.015625,2.08907,8.388921,0.783016,0.595727,0.548633,0.670588,0,0
389,Literature,LZTA,synthetic_literature_baseline,16,,,10,LZTA,1,1,1000000,0.921717,0.968264,9429.481,0.164564,0.105731,395,65,1.25,200,65.0685,52.721,0.436644,472.79,3.90625,1.705642,6.662664,0.735497,0.663964,0.583205,0.680002,0,0
390,Literature,LZTA,synthetic_literature_baseline,16,,,11,LZTA,1,1,1000000,0.905412,0.961653,11371.082,0.198814,0.128051,410,65,1.25,200,69.1344,55.6297,0.38582,443.703,3.796875,1.46491,5.562079,0.679659,0.705453,0.615381,0.675832,0,0
391,Literature,LZTA,synthetic_literature_baseline,16,,,12,LZTA,1,1,1000000,0.887964,0.954574,13447.621,0.235384,0.152837,421,65,1.25,200,73.8221,58.748,0.327224,412.52,3.6875,1.206637,4.449475,0.617653,0.753287,0.649876,0.671569,0,0
392,Literature,LZTA,synthetic_literature_baseline,16,,,13,LZTA,1,1,1000000,0.868293,0.9466,15838.136,0.27675,0.179238,428,65,1.25,200,77.9972,61.7506,0.275035,382.494,3.578125,0.984109,3.521266,0.551607,0.79589,0.683091,0.663403,0,0
393,Literature,LZTA,synthetic_literature_baseline,16,,,14,LZTA,1,1,1000000,0.847384,0.938118,18325.605,0.32059,0.208776,433,65,1.25,200,82.0138,66.395,0.224828,336.05,3.46875,0.779872,2.705182,0.477713,0.836876,0.734468,0.654771,0,0
394,Literature,LZTA,synthetic_literature_baseline,16,,,15,LZTA,1,1,1000000,0.824262,0.928742,21090.986,0.369141,0.240608,437,65,1.25,200,86.7828,70.8419,0.165215,291.581,3.359375,0.555019,1.864517,0.39808,0.885539,0.78366,0.645806,0,0
395,Literature,LZTA,synthetic_literature_baseline,16,,,16,LZTA,1,1,1000000,0.800629,0.919157,23844.851,0.418716,0.273724,439,65,1.25,200,91.2796,73.953,0.109004,260.47,3.25,0.354264,1.151359,0.315235,0.931424,0.818075,0.631469,0,0
396,Literature,M-HEAA,synthetic_literature_baseline,16,,,1,M-HEAA,1,1,1000000,0.999948,0.999974,42.969,0.0,0.001299,37,65,1.25,200,17.4709,11.2435,1.031614,887.565,4.890625,5.045239,24.674372,0.99675,0.178274,0.124377,0.535809,0,0
397,Literature,M-HEAA,synthetic_literature_baseline,16,,,2,M-HEAA,1,1,1000000,0.998553,0.999413,216.507,0.00304,0.001975,56,65,1.25,200,22.1239,14.8832,0.973451,851.168,4.78125,4.654311,22.253425,0.995059,0.225754,0.164639,0.559718,0,0
398,Literature,M-HEAA,synthetic_literature_baseline,16,,,3,M-HEAA,1,1,1000000,0.99713,0.998839,347.257,0.006081,0.003344,77,65,1.25,200,26.5706,19.2443,0.917867,807.557,4.671875,4.288162,20.033757,0.991634,0.271129,0.212882,0.583707,0,0
399,Literature,M-HEAA,synthetic_literature_baseline,16,,,4,M-HEAA,1,1,1000000,0.994857,0.997911,671.373,0.010724,0.007915,140,65,1.25,200,32.146,22.148,0.848176,778.52,4.5625,3.869801,17.655968,0.980199,0.32802,0.245003,0.604897,0,0
400,Literature,M-HEAA,synthetic_literature_baseline,16,,,5,M-HEAA,1,1,1000000,0.991151,0.996411,1086.493,0.018574,0.012265,179,65,1.25,200,36.2516,27.6123,0.796855,723.877,4.453125,3.548496,15.801897,0.969317,0.369914,0.30545,0.626753,0,0
401,Literature,M-HEAA,synthetic_literature_baseline,16,,,6,M-HEAA,1,1,1000000,0.987507,0.994939,1579.656,0.026346,0.01594,190,65,1.25,200,40.7348,31.8974,0.740815,681.026,4.34375,3.217915,13.977818,0.960123,0.415661,0.352852,0.648107,0,0
402,Literature,M-HEAA,synthetic_literature_baseline,16,,,7,M-HEAA,1,1,1000000,0.983576,0.993342,2033.485,0.034525,0.022186,231,65,1.25,200,43.5568,33.2447,0.70554,667.553,4.234375,2.987519,12.650275,0.944498,0.444457,0.367756,0.654135,0,0
403,Literature,M-HEAA,synthetic_literature_baseline,16,,,8,M-HEAA,1,1,1000000,0.97881,0.991408,2600.748,0.044519,0.028916,259,65,1.25,200,48.1574,37.1374,0.648033,628.626,4.125,2.673136,11.026688,0.927662,0.491402,0.410817,0.671602,0,0
404,Literature,M-HEAA,synthetic_literature_baseline,16,,,9,M-HEAA,1,1,1000000,0.972907,0.989018,3346.425,0.056985,0.036248,284,65,1.25,200,53.5635,42.5076,0.580456,574.924,4.015625,2.330895,9.36,0.90932,0.546566,0.470223,0.694537,0,0
405,Literature,M-HEAA,synthetic_literature_baseline,16,,,10,M-HEAA,1,1,1000000,0.965995,0.986217,4199.65,0.07153,0.045402,313,65,1.25,200,57.4416,44.9613,0.53198,550.387,3.90625,2.078048,8.117375,0.886419,0.586139,0.497366,0.703511,0,0
406,Literature,M-HEAA,synthetic_literature_baseline,16,,,11,M-HEAA,1,1,1000000,0.959047,0.983395,4993.877,0.086035,0.055931,323,65,1.25,200,62.1953,48.6119,0.472558,513.881,3.796875,1.794245,6.812525,0.860079,0.634646,0.537749,0.716712,0,0
407,Literature,M-HEAA,synthetic_literature_baseline,16,,,12,M-HEAA,1,1,1000000,0.952307,0.980662,5836.889,0.100189,0.065207,346,65,1.25,200,67.156,53.8727,0.41055,461.273,3.6875,1.513903,5.582517,0.836874,0.685265,0.595945,0.735625,0,0
408,Literature,M-HEAA,synthetic_literature_baseline,16,,,13,M-HEAA,1,1,1000000,0.943074,0.976919,6914.067,0.119609,0.077549,367,65,1.25,200,70.8421,56.6403,0.364474,433.597,3.578125,1.304135,4.666356,0.805998,0.722879,0.62656,0.741019,0,0
409,Literature,M-HEAA,synthetic_literature_baseline,16,,,14,M-HEAA,1,1,1000000,0.934033,0.973255,8049.01,0.138631,0.089566,380,65,1.25,200,76.8349,60.1805,0.289564,398.195,3.46875,1.004425,3.484099,0.775936,0.78403,0.665722,0.756726,0,0
410,Literature,M-HEAA,synthetic_literature_baseline,16,,,15,M-HEAA,1,1,1000000,0.924349,0.969329,9226.458,0.158983,0.10273,393,65,1.25,200,81.3597,64.1018,0.233003,358.982,3.359375,0.782746,2.629537,0.743004,0.830201,0.7091,0.766742,0,0
411,Literature,M-HEAA,synthetic_literature_baseline,16,,,16,M-HEAA,1,1,1000000,0.914222,0.96522,10414.893,0.180193,0.117271,404,65,1.25,200,84.0244,66.6619,0.199695,333.381,3.25,0.649009,2.109278,0.706627,0.857392,0.73742,0.765554,0,0
412,Literature,AxPPA,synthetic_literature_baseline,16,,,1,AxPPA,1,1,1000000,0.999275,0.999708,74.301,0.001561,0.000559,9,65,1.25,200,21.6265,16.3821,0.979669,836.179,4.890625,4.791193,23.431931,0.998602,0.220679,0.18122,0.562852,0,0
413,Literature,AxPPA,synthetic_literature_baseline,16,,,2,AxPPA,1,1,1000000,0.999695,0.999874,44.988,0.00058,0.001103,29,65,1.25,200,24.8227,20.3299,0.939716,796.701,4.78125,4.493019,21.482249,0.997241,0.253293,0.224891,0.582389,0,0
414,Literature,AxPPA,synthetic_literature_baseline,16,,,3,AxPPA,1,1,1000000,0.998332,0.999325,242.754,0.003543,0.001855,52,65,1.25,200,30.4997,24.6899,0.868754,753.101,4.671875,4.058711,18.961792,0.995359,0.311221,0.273122,0.611464,0,0
415,Literature,AxPPA,synthetic_literature_baseline,16,,,4,AxPPA,1,1,1000000,0.99669,0.998657,412.165,0.006931,0.004779,104,65,1.25,200,35.6825,28.6844,0.803969,713.156,4.5625,3.668107,16.735739,0.988045,0.364107,0.31731,0.635519,0,0
416,Literature,AxPPA,synthetic_literature_baseline,16,,,5,AxPPA,1,1,1000000,0.994008,0.997576,817.472,0.012714,0.006771,125,65,1.25,200,40.3591,30.992,0.745511,690.08,4.453125,3.319855,14.783727,0.983061,0.411828,0.342836,0.655084,0,0
417,Literature,AxPPA,synthetic_literature_baseline,16,,,6,AxPPA,1,1,1000000,0.991479,0.996547,1098.225,0.017941,0.011199,169,65,1.25,200,44.0676,34.4691,0.699155,655.309,4.34375,3.036956,13.191775,0.971984,0.449669,0.3813,0.671037,0,0
418,Literature,AxPPA,synthetic_literature_baseline,16,,,7,AxPPA,1,1,1000000,0.989113,0.995585,1412.759,0.022857,0.015038,185,65,1.25,200,47.8074,40.4057,0.652407,595.943,4.234375,2.762538,11.697622,0.96238,0.487831,0.446972,0.693206,0,0
419,Literature,AxPPA,synthetic_literature_baseline,16,,,8,AxPPA,1,1,1000000,0.98519,0.993998,1898.886,0.031188,0.019399,219,65,1.25,200,53.9301,42.9314,0.575873,570.686,4.125,2.375478,9.798845,0.95147,0.550307,0.474911,0.715751,0,0
420,Literature,AxPPA,synthetic_literature_baseline,16,,,9,AxPPA,1,1,1000000,0.981736,0.992597,2295.021,0.038424,0.024323,232,65,1.25,200,56.4117,45.4332,0.544853,545.668,4.015625,2.187926,8.78589,0.939152,0.57563,0.502586,0.724606,0,0
421,Literature,AxPPA,synthetic_literature_baseline,16,,,10,AxPPA,1,1,1000000,0.978194,0.991159,2697.539,0.045828,0.029592,264,65,1.25,200,63.0214,51.3681,0.462232,486.319,3.90625,1.805596,7.053108,0.925971,0.643076,0.568239,0.755411,0,0
422,Literature,AxPPA,synthetic_literature_baseline,16,,,11,AxPPA,1,1,1000000,0.972476,0.988844,3443.407,0.057916,0.036554,285,65,1.25,200,66.6524,52.5671,0.416845,474.329,3.796875,1.582707,6.009342,0.908554,0.680127,0.581502,0.763194,0,0
423,Literature,AxPPA,synthetic_literature_baseline,16,,,12,AxPPA,1,1,1000000,0.96789,0.986983,3962.341,0.067514,0.04322,303,65,1.25,200,72.029,56.9806,0.349637,430.194,3.6875,1.289286,4.754244,0.891878,0.73499,0.630325,0.784657,0,1
424,Literature,AxPPA,synthetic_literature_baseline,16,,,13,AxPPA,1,1,1000000,0.962381,0.984747,4649.129,0.079032,0.051371,319,65,1.25,200,76.6075,61.3687,0.292406,386.313,3.578125,1.046265,3.743667,0.871487,0.781709,0.678866,0.801541,0,1
425,Literature,AxPPA,synthetic_literature_baseline,16,,,14,AxPPA,1,1,1000000,0.956738,0.982457,5311.726,0.090851,0.059464,340,65,1.25,200,80.6054,65.3456,0.242432,346.544,3.46875,0.840937,2.917001,0.851241,0.822504,0.722859,0.815507,1,1
426,Literature,AxPPA,synthetic_literature_baseline,16,,,15,AxPPA,1,1,1000000,0.949933,0.9797,6161.352,0.105195,0.068231,349,65,1.25,200,84.2559,67.1904,0.196801,328.096,3.359375,0.661129,2.220979,0.829309,0.859754,0.743267,0.822756,1,1
427,Literature,AxPPA,synthetic_literature_baseline,16,,,16,AxPPA,1,1,1000000,0.942478,0.976678,7018.297,0.120868,0.078295,368,65,1.25,200,88.1899,71.2733,0.147626,287.267,3.25,0.479786,1.559305,0.804132,0.899897,0.788432,0.83451,0,1
428,Literature,HOERAA,synthetic_literature_baseline,16,,,1,HOERAA,1,1,1000000,0.999965,0.999983,0.0,0.0,0.000865,21,65,1.25,200,16.3032,11.3146,1.04621,886.854,4.890625,5.116623,25.023485,0.997836,0.166359,0.125163,0.532285,0,0
429,Literature,HOERAA,synthetic_literature_baseline,16,,,2,HOERAA,1,1,1000000,0.998198,0.99927,274.993,0.003796,0.002344,64,65,1.25,200,20.9517,14.7788,0.988104,852.212,4.78125,4.724373,22.58841,0.994136,0.213793,0.163484,0.554886,0,0
430,Literature,HOERAA,synthetic_literature_baseline,16,,,3,HOERAA,1,1,1000000,0.996163,0.998448,509.156,0.008151,0.004237,95,65,1.25,200,25.1135,17.8669,0.936082,821.331,4.671875,4.373257,20.431309,0.9894,0.25626,0.197645,0.57445,0,0
431,Literature,HOERAA,synthetic_literature_baseline,16,,,4,HOERAA,1,1,1000000,0.994546,0.997787,738.888,0.011424,0.007825,139,65,1.25,200,30.1723,23.1277,0.872846,768.723,4.5625,3.982358,18.16951,0.980424,0.307881,0.255841,0.600117,0,0
432,Literature,HOERAA,synthetic_literature_baseline,16,,,5,HOERAA,1,1,1000000,0.990444,0.996128,1214.761,0.020127,0.012479,181,65,1.25,200,33.5019,27.4531,0.831226,725.469,4.453125,3.701554,16.483484,0.968782,0.341856,0.303689,0.616339,0,0
433,Literature,HOERAA,synthetic_literature_baseline,16,,,6,HOERAA,1,1,1000000,0.986036,0.994343,1737.438,0.029439,0.0179,206,65,1.25,200,36.9289,29.5738,0.788389,704.262,4.34375,3.424565,14.875455,0.95522,0.376826,0.327148,0.627168,0,0
434,Literature,HOERAA,synthetic_literature_baseline,16,,,7,HOERAA,1,1,1000000,0.981359,0.992442,2323.937,0.039156,0.025509,238,65,1.25,200,43.3128,32.9287,0.70859,670.713,4.234375,3.000435,12.704966,0.936185,0.441967,0.36426,0.648824,0,0
435,Literature,HOERAA,synthetic_literature_baseline,16,,,8,HOERAA,1,1,1000000,0.975737,0.990163,3007.592,0.050987,0.032978,267,65,1.25,200,47.6456,38.2736,0.65443,617.264,4.125,2.699523,11.135533,0.9175,0.48618,0.423386,0.667715,0,0
436,Literature,HOERAA,synthetic_literature_baseline,16,,,9,HOERAA,1,1,1000000,0.969831,0.987767,3699.737,0.06336,0.041425,289,65,1.25,200,51.2521,41.391,0.609349,586.09,4.015625,2.446917,9.8259,0.896369,0.522981,0.457871,0.677983,0,0
437,Literature,HOERAA,synthetic_literature_baseline,16,,,10,HOERAA,1,1,1000000,0.96301,0.985002,4505.063,0.07771,0.050506,316,65,1.25,200,54.8711,43.6153,0.564111,563.847,3.90625,2.203559,8.607654,0.873651,0.559909,0.482477,0.685606,0,0
438,Literature,HOERAA,synthetic_literature_baseline,16,,,11,HOERAA,1,1,1000000,0.955353,0.981892,5445.473,0.093674,0.062341,344,65,1.25,200,61.6822,47.8487,0.478972,521.513,3.796875,1.818598,6.904991,0.844044,0.62941,0.529307,0.705975,0,0
439,Literature,HOERAA,synthetic_literature_baseline,16,,,12,HOERAA,1,1,1000000,0.946848,0.97845,6444.072,0.11168,0.0724,359,65,1.25,200,64.6539,52.7352,0.441826,472.648,3.6875,1.629232,6.007794,0.81888,0.659734,0.583362,0.716075,0,0
440,Literature,HOERAA,synthetic_literature_baseline,16,,,13,HOERAA,1,1,1000000,0.93672,0.974348,7721.816,0.133065,0.085023,374,65,1.25,200,69.3364,55.6281,0.383295,443.719,3.578125,1.371476,4.907312,0.787301,0.707514,0.615363,0.724988,0,0
441,Literature,HOERAA,synthetic_literature_baseline,16,,,14,HOERAA,1,1,1000000,0.926629,0.970251,8867.385,0.15413,0.100299,388,65,1.25,200,74.3856,57.5899,0.32018,424.101,3.46875,1.110624,3.852476,0.749086,0.759037,0.637065,0.730164,0,0
442,Literature,HOERAA,synthetic_literature_baseline,16,,,15,HOERAA,1,1,1000000,0.916527,0.966152,10084.456,0.175292,0.11479,400,65,1.25,200,78.7847,63.2096,0.265192,367.904,3.359375,0.890878,2.992793,0.712834,0.803926,0.699231,0.741995,0,0
443,Literature,HOERAA,synthetic_literature_baseline,16,,,16,HOERAA,1,1,1000000,0.904993,0.96148,11529.612,0.19963,0.129324,411,65,1.25,200,83.5115,64.8297,0.206107,351.703,3.25,0.669847,2.177002,0.676475,0.852158,0.717152,0.746099,0,0
